nmdc:bsm-11-x80t5771	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-1zsths21	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-pqgnra85	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-aa7wmf63	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-vxy31194	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-adv25093	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-xhpt1920	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-afygsz12	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-f0y72191	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-96cg5y52	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-4fnr9v33	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-y16b7q98	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-8vae2844	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-2xw6s444	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-y4310d70	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-e5n81610	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-dcw37a90	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-spjbg416	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-4ppwq475	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-zxjp0468	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-05fh0s26	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-jxa03j76	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-nvz3sq09	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-sbrsd510	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-5aysb633	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-yvnp5859	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-7yq6an11	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-qhewdm80	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-p9t9wv58	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-dzmzp451	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-datvdm83	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-vh4jjb52	ENVO:01001002	FMA:14541	FMA:14541
nmdc:bsm-11-0q1w4832	ENVO:01001002	FMA:14541	FMA:14541
