?class	?label	?definition
<http://purl.obolibrary.org/obo/ENVO_03501244>	"Bailey bridge"	"A bridge which is a truss bridge, pre-fabricated, and portable."
<http://purl.obolibrary.org/obo/ENVO_01001390>	"Bathymodiolus-dominated oceanic mussel bed"	"An oceanic mussel bed which has mussel communities dominated by members of the genus Bathymodiolus."
<http://purl.obolibrary.org/obo/ENVO_01001385>	"Bathymodiolus-dominated oceanic mussel reef"	"An oceanic mussel reef which is primarily settled by mussels of the genus Bathymodiolus and primarily composed of self-adhered or conglomerated mussel shells"
<http://purl.obolibrary.org/obo/ENVO_01001452>	"Calyptra habitat"	"A habitat which supports the persistence and growth of a population of Calyptra moths and which overlaps mesic meadows and edges and clearings in vegetated areas."
<http://purl.obolibrary.org/obo/ENVO_03501271>	"Kaaba"	"A building which is at the center of Islam's most important mosque, the Great Mosque of Mecca."
<http://purl.obolibrary.org/obo/ENVO_01001109>	"Karman vortex street"	"A succession of swirling vortices caused by the unsteady separation of flow of a fluid around one or more blunt bodies."
<http://purl.obolibrary.org/obo/ENVO_00003094>	"L-(+)-tartrate enriched soil"	"A portion of L-(+)-tartrate enriched soil is a portion of soil with elevated levels of L-(+)-tartrate."
<http://purl.obolibrary.org/obo/ENVO_01000750>	"Mohorovicic discontinuity"	"The Mohorovicic discontinuity, usually referred to as the Moho, is the boundary between the Earth's crust and the mantle, indicating a change in composition."
<http://purl.obolibrary.org/obo/ENVO_00000437>	"Nye channel"	"A small tunnel valley."
<http://purl.obolibrary.org/obo/ENVO_01001360>	"Paramo"	"An alpine tundra ecosystem which exists above the continuous timberline but below the permanent snowline on elevated land in tropical regions."
<http://purl.obolibrary.org/obo/ENVO_01000299>	"Taylor column"	"A Taylor column is a column of deflected fluid flow which is formed in a perturbed, rotating fluid, is parallel to the axis of rotation, and extends above the obstacle perturbing the fluid in a rigid manner."
<http://purl.obolibrary.org/obo/ENVO_01001461>	"UNEP-WCMC class 1 mountain"	"A high-elevation mountain which has a maximum elevation greater than 4500 metres above sea level."
<http://purl.obolibrary.org/obo/ENVO_01001462>	"UNEP-WCMC class 2 mountain"	"A high-elevation mountain which has a maximum elevation between 3500 and 4500 metres above sea level."
<http://purl.obolibrary.org/obo/ENVO_01001463>	"UNEP-WCMC class 3 mountain"	"A high-elevation mountain which has a maximum elevation between 2500 and 3500 metres above sea level."
<http://purl.obolibrary.org/obo/ENVO_01001464>	"UNEP-WCMC class 4 mountain"	"A mid-elevation mountain which has a maximum elevation between 1500 and 2499 metres above sea level and a slope greater than or equal to two degrees."
<http://purl.obolibrary.org/obo/ENVO_01001465>	"UNEP-WCMC class 5 mountain"	"A mid-elevation mountain which has a maximum elevation between 1000 and 1499 metres above sea level and either 1) a slope greater than or equal to five degrees or 2) a local elevation range, within a 7 kilometre radius, of greater than 300 metres above sea level."
<http://purl.obolibrary.org/obo/ENVO_01001466>	"UNEP-WCMC class 6 mountain"	"A mid-elevation mountain which has a maximum elevation between 300 and 999 metres above sea level and a local elevation range, within a 7 kilometre radius, of greater than 300 metres above sea level."
<http://purl.obolibrary.org/obo/ENVO_01001467>	"UNEP-WCMC class 7 mountain"	"An elevated inner basin or plateau surrounded by mountains, but not - itself - a mountain."
<http://purl.obolibrary.org/obo/ENVO_00000524>	"abandoned watercourse"	"A former stream or distributary no longer carrying flowing water, but still evident due to lakes, wetland, topographic or vegetation patterns."
<http://purl.obolibrary.org/obo/ENVO_01000925>	"abattoir"	"A facility in which non-human animals are slaughtered and processed for human consumption."
<http://purl.obolibrary.org/obo/ENVO_01001396>	"abyssal clay"	"Clay which is part of an abyssal plain."
<http://purl.obolibrary.org/obo/ENVO_00000190>	"abyssal feature"	"Feature on the ocean floor at a depth of 3500 - 6000 meters."
<http://purl.obolibrary.org/obo/ENVO_00000244>	"abyssal plain"	"A flat or very gently sloping areas of the deep ocean basin floor."
<http://purl.obolibrary.org/obo/ENVO_00003087>	"acetamide enriched soil"	"A portion of acetamide enriched soil is a portion of soil with elevated levels of acetamide."
<http://purl.obolibrary.org/obo/ENVO_00005798>	"acid dune sand"	
<http://purl.obolibrary.org/obo/ENVO_00001997>	"acid mine drainage"	"A mine drainage with an acidic pH."
<http://purl.obolibrary.org/obo/ENVO_00002120>	"acidic hot spring"	"An acidic spring through which groundwater, heated by geothermal energy, flows."
<http://purl.obolibrary.org/obo/ENVO_01001185>	"acidic soil"	"Soil which has increased levels of molecules or ions capable of donating a hydron (proton or hydrogen ion) to other chemical entities, or, alternatively, capable of forming covalent bonds with other chemicals via the acceptance of an electron pair, resulting in a bulk pH measurement of less than 7."
<http://purl.obolibrary.org/obo/ENVO_01001898>	"acidic spring"	"A spring through which water with a low pH flows."
<http://purl.obolibrary.org/obo/ENVO_00002234>	"acrisol"	"Acrisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Acrisols have in certain depths a low base saturation and low-activity clays."
<http://purl.obolibrary.org/obo/ENVO_01000669>	"active geological fault"	"An active fault is a fault that is likely to become the source of another earthquake sometime in the future. Geologists commonly consider faults to be active if there has been movement observed or evidence of seismic activity during the last 10,000 years."
<http://purl.obolibrary.org/obo/ENVO_01001610>	"active layer in a cryosphere"	"A layer of environmental material which is subject to freeze-thaw cycles."
<http://purl.obolibrary.org/obo/ENVO_04000009>	"active permafrost layer"	"A layer which is composed of ground that is 1) subject to annual thawing and freezing and 2) present in areas underlain by permafrost."
<http://purl.obolibrary.org/obo/ENVO_03501135>	"acute care facility"	"A healthcare facility which is used for short-term patient care."
<http://purl.obolibrary.org/obo/ENVO_01001105>	"aeolian lake"	"A lake which fills a basin that has been dammed by wind-blown sand,  formed between sand dunes oriented by winds; or formed by wind action under previously arid paleoenvironments."
<http://purl.obolibrary.org/obo/ENVO_01000755>	"aeroform"	"A part of an astronomical body which is primarily composed of a continuous volume of gaseous or aerosolised material held in shape by one or more environmental processes."
<http://purl.obolibrary.org/obo/ENVO_03501119>	"agricultural experimental station"	"A research station in which food production and/or agribusinness research is performed."
<http://purl.obolibrary.org/obo/ENVO_01000986>	"agricultural fairground"	"A fairground which is used to exhibit agricultural technology, livestock, and farm-related activity."
<http://purl.obolibrary.org/obo/ENVO_00000114>	"agricultural field"	"A field which is located on land and used for agricultural purposes, such as the grazing of livestock or the cultivation of crops."
<http://purl.obolibrary.org/obo/ENVO_00002259>	"agricultural soil"	"Soil which is part of an ecosystem used for agricultural activities."
<http://purl.obolibrary.org/obo/ENVO_00000519>	"agricultural terrace"	"A terrace which is used for agricultural activities."
<http://purl.obolibrary.org/obo/ENVO_2000003>	"agricultural wastewater treatment plant"	"A wastewater treatment plant that treats agriculatural wastewater. Agricultural wastewater treatment relates to the treatment of wastewaters produced in the course of agricultural activities. Agriculture is a highly intensified industry in many parts of the world, producing a range of wastewaters requiring a variety of treatment technologies and management practices."
<http://purl.obolibrary.org/obo/ENVO_03501122>	"airport"	"A human construction with extended facilities from which aircraft flight operations take place."
<http://purl.obolibrary.org/obo/ENVO_03501124>	"airport concourse"	"An industrial building which provides travelers with access to airplanes."
<http://purl.obolibrary.org/obo/ENVO_03501123>	"airport terminal"	"An industrial building in an airport where passengers transfer between facilities and vehicles."
<http://purl.obolibrary.org/obo/ENVO_03501125>	"airport transit lounge"	"A room in an airport where en-route passengers can wait between flights.."
<http://purl.obolibrary.org/obo/ENVO_00000438>	"alas"	"A steep-sided depression formed by the melting of permafrost; it may contain a lake."
<http://purl.obolibrary.org/obo/ENVO_00002233>	"albeluvisol"	"Albeluvisols are soils that have, beginning within 1 m of the soil surface, a clay illuviation horizon with an irregular or broken upper boundary resulting in tonguing of bleached soil material into the illuviation horizon."
<http://purl.obolibrary.org/obo/ENVO_03600090>	"alcohol fermentation pit"	"A fermentation pit which is constructed to facilitate the fermentation of alcoholic substances."
<http://purl.obolibrary.org/obo/ENVO_2000004>	"algal bloom"	"A feature that arises from a rapid increase or accumulation in the population of algae (typically microscopic) in an aquatic system."
<http://purl.obolibrary.org/obo/ENVO_00002231>	"alisol"	"Alisols are soils that have a higher clay content in the subsoil than in the topsoil as a result of pedogenetic processes (especially clay migration) leading to an argic subsoil horizon. Alisols have a low base saturation at certain depths and high-activity clays throughout the argic horizon. They lack the albeluvic tonguing as in Albeluvisols. They occur predominantly in humid tropical, humid subtropical and warm temperate regions."
<http://purl.obolibrary.org/obo/ENVO_00000196>	"alkaline flat"	"A dry lakebed consisting of fine-grained sediments infused with alkali salts. Generally the shore or bed of an endorheic lake."
<http://purl.obolibrary.org/obo/ENVO_00002119>	"alkaline hot spring"	"A alkaline spring through which groundwater, heated by geothermal energy, flows."
<http://purl.obolibrary.org/obo/ENVO_00002121>	"alkaline salt lake"	"A saline lake which has a high pH."
<http://purl.obolibrary.org/obo/ENVO_01001894>	"alkaline spring"	"A mineral spring through which water with a high pH flows."
<http://purl.obolibrary.org/obo/ENVO_01000771>	"all season road"	"A road which is usable across all seasons."
<http://purl.obolibrary.org/obo/ENVO_00005745>	"allotment garden"	"A garden which is made available for individual, non-commercial gardening or growing food plants."
<http://purl.obolibrary.org/obo/ENVO_00005744>	"allotment garden soil"	"Soil which is part of an allotment garden."
<http://purl.obolibrary.org/obo/ENVO_00000314>	"alluvial fan"	"A fan-shaped deposit formed where a fast flowing stream flattens, slows, and spreads typically at the exit of a canyon onto a flatter plain."
<http://purl.obolibrary.org/obo/ENVO_00005759>	"alluvial paddy field soil"	"Alluvial soil whichi is part of a paddy field."
<http://purl.obolibrary.org/obo/ENVO_00000258>	"alluvial plain"	"A relatively flat and gently sloping landform found at the base of a range of hills or mountains, formed by the deposition of alluvial soil over a long period of time by one or more streams coming from the mountains."
<http://purl.obolibrary.org/obo/ENVO_00002871>	"alluvial soil"	"Soil which has been eroded and influenced by flowing water and redeposited in a non-marine setting."
<http://purl.obolibrary.org/obo/ENVO_00005758>	"alluvial swamp soil"	"A portion of alluvial soil which is part of a swamp ecosystem."
<http://purl.obolibrary.org/obo/ENVO_01000100>	"along-front current"	"A marine surface current that flows along an oceanic front."
<http://purl.obolibrary.org/obo/ENVO_01001835>	"alpine biome"	"A biome which is subject to alpine altitudinal conditions."
<http://purl.obolibrary.org/obo/ENVO_00005741>	"alpine soil"	"Soil which is part of an alpine environment."
<http://purl.obolibrary.org/obo/ENVO_01000954>	"alpine tree line ecotone"	"A tree line ecotone across which trees cease to grow due to the low temperatures or duration of snow cover that occur at increased elevations above mean sea level."
<http://purl.obolibrary.org/obo/ENVO_01001505>	"alpine tundra biome"	"A tundra biome which exists at high altitudes and where vegetation - dominated by a few species of dwarf shrubs, a few grasses, sedges, lichens, and mosses - is stunted due to low temperatures and high winds."
<http://purl.obolibrary.org/obo/ENVO_01001371>	"alpine tundra ecosystem"	"A tundra ecosystem which exists at high altitudes and where vegetation is stunted due to low temperatures and high winds."
<http://purl.obolibrary.org/obo/ENVO_01001891>	"alum spring"	"A spring through which water with elevated concentrations of hydrated double sulfate aluminium salts flows."
<http://purl.obolibrary.org/obo/ENVO_00000451>	"amenity lake"	"A lake constructed, or modified, for the chief purpose of providing an amenity."
<http://purl.obolibrary.org/obo/ENVO_01000284>	"amictic lake"	"A lake which is permanently covered by ice, does not mix, and exhibit inverse cold water stratification whereby water temperature increases with depth below the ice surface."
<http://purl.obolibrary.org/obo/ENVO_00000152>	"anabranch"	"A section of a river or stream that diverts from the main course and rejoins later."
<http://purl.obolibrary.org/obo/ENVO_03501138>	"anaesthetics unit facility"	"A hospital unit facility which is used for anaesthetic service provision."
<http://purl.obolibrary.org/obo/ENVO_01000367>	"anchialine cave"	"An anchialine cave is a cave which contains an anchialine pool."
<http://purl.obolibrary.org/obo/ENVO_01000368>	"anchialine pool"	"An anchialine pool is a landlocked water body with a subterranean connection to the ocean and which has fresh water towards its surface with saline water in its deeper layers."
<http://purl.obolibrary.org/obo/ENVO_01001335>	"anchor ice"	"An ice mass which is attached to a bed underneath a body of water."
<http://purl.obolibrary.org/obo/ENVO_01001508>	"anchored ice calf"	"An ice calf which is frozen to the bed of an ocean or other water body."
<http://purl.obolibrary.org/obo/ENVO_01000439>	"andesitic volcano"	"A volcano which has been formed as a result of the eruption of andesitic lava."
<http://purl.obolibrary.org/obo/ENVO_00002232>	"andosol"	"Andosols are soils that develop in volcanic ejecta or glasses under almost any climate (except under hyperarid climate conditions). However, Andosols may also develop in other silicate-rich materials under acid weathering in humid and perhumid climates."
<http://purl.obolibrary.org/obo/ENVO_00003040>	"animal house"	"A house used for sheltering non-human animals."
<http://purl.obolibrary.org/obo/ENVO_03501352>	"animal rescue shelter"	"An animal house which houses stray, lost, abandoned or surrendered animals."
<http://purl.obolibrary.org/obo/ENVO_01001072>	"anoxic lake"	"A lake which is primarily composed of anoxic water."
<http://purl.obolibrary.org/obo/ENVO_01001200>	"anthropised terrestrial environmental zone"	"A terrestrial zone which is bounded by constructed, manufactured, or other anthropogenic material entities."
<http://purl.obolibrary.org/obo/ENVO_00002204>	"anthropogenic contamination feature"	"An anthropogenic geographic feature which has increased levels of contaminants in its consituent materials."
<http://purl.obolibrary.org/obo/ENVO_00000002>	"anthropogenic geographic feature"	"An anthropogenic geographic feature is a geographic feature resulting from the influence of human beings on nature."
<http://purl.obolibrary.org/obo/ENVO_01000219>	"anthropogenic terrestrial biome"	"An anthropogenic terrestrial biome is a terrestrial biome which has community structures determined by human activity."
<http://purl.obolibrary.org/obo/ENVO_00002230>	"anthrosol"	"Anthrosols comprise soils that have been modified profoundly through human activities, such as addition of organic materials or household wastes, irrigation and cultivation."
<http://purl.obolibrary.org/obo/ENVO_00000530>	"apron"	"A gentle slope, with a generally smooth surface, particularly found around groups of islands and seamounts."
<http://purl.obolibrary.org/obo/ENVO_00000072>	"aquaduct"	"Structure designed to transport water from a remote source, usually by gravity."
<http://purl.obolibrary.org/obo/ENVO_00002030>	"aquatic biome"	"A biome which is determined by a water body and which has ecological climax communities adapted to life in or on water."
<http://purl.obolibrary.org/obo/ENVO_01001787>	"aquatic ecosystem"	
<http://purl.obolibrary.org/obo/ENVO_01001301>	"aquatic estuarine layer"	"A layer of liquid that is part of an estuary."
<http://purl.obolibrary.org/obo/ENVO_01001227>	"aquatic natural environment"	"A natural environment which is within a water body."
<http://purl.obolibrary.org/obo/ENVO_01001177>	"arable land"	"Land which is regularly manipulated by human activities, such as plowing or tilling, in order to grow crops."
<http://purl.obolibrary.org/obo/ENVO_01001183>	"arable or pasturable land"	"Land which either hosts plant communities upon which animals may graze has been manipulated by tilling, ploughing, or other human activity for the purposes of seed sowing or planting crops."
<http://purl.obolibrary.org/obo/ENVO_00005742>	"arable soil"	"Soil which is capable of supporting the growth of crops."
<http://purl.obolibrary.org/obo/ENVO_00000220>	"archipelago"	"A group of geographically or geologically associated islands."
<http://purl.obolibrary.org/obo/ENVO_03400001>	"area of alpine tundra"	"An area of tundra which is present in a region subject to alpine conditions."
<http://purl.obolibrary.org/obo/ENVO_01001383>	"area of attached Modiolus assemblages"	"An area which is dominated by dense accumulations of mussels, of the genus Modiolus, attached to a substrate other than conspecifics, including the associated faunal communities and predators present on the mussels (e.g., starfish)."
<http://purl.obolibrary.org/obo/ENVO_01001382>	"area of attached mussel assemblages"	"An area which is dominated by dense accumulations of mussels attached to a substrate other than conspecifics, including the associated faunal communities and predators present on the mussels (e.g., starfish)."
<http://purl.obolibrary.org/obo/ENVO_01000752>	"area of barren land"	"An area of a planet's surface which is primarily composed of bedrock, desert pavement, scarp rock, talus, material exposed by slides, volcanic material, glacial debris, sand, material exposed during strip mining, gravel, and other accumulations of earthen material in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000892>	"area of cropland"	"An area of a planet's surface which is partly covered either by annual crops and perennial woody crops or by actively tilled land. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000816>	"area of deciduous forest"	"An area of a planet's surface which is primarily covered by a forest in which the majority of trees shed foliage simultaneously in response to seasonal change. The surfaces of this area (including the surface of the forest canopy) are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000883>	"area of developed open space"	"An area of a planet's surface which is primarily covered by cultivated or anthropically maintained vegetation planted for recreation, erosion control, or aesthetic purposes interspersed by constructed or manufactured objects and materials. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01001269>	"area of developed space"	"An area of a planet's surface which is primarily covered by constructed or manufactured objects and materials, possibly interspersed with cultivated or anthropically maintained vegetation."
<http://purl.obolibrary.org/obo/ENVO_01000886>	"area of developed space with high usage intensity"	"An area of developed space used for high intensity purposes such as accommodating dense and multi-occupant residential, commercial, and industrial units. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000884>	"area of developed space with low usage intensity"	"An area of a planet's surface which is primarily covered by cultivated or anthropically maintained vegetation and by constructed or manufactured objects and materials covering up to approximately half its extent. Such areas are used for low intensity purposes such as accommodating collections of single-family residential units. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000885>	"area of developed space with medium usage intensity"	"An area of a planet's surface which is primarily covered by constructed or manufactured objects and materials covering from half to three-forths of its extent and by cultivated or anthropically maintained vegetation. Such areas are used for medium intensity purposes such as accommodating dense collections of single-family residential units. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01001521>	"area of drift ice"	"An area in which masses of drift ice aggregate such that they cover less than 7/10ths of the surface the water body they are floating in."
<http://purl.obolibrary.org/obo/ENVO_01000861>	"area of dwarf scrub"	"An area of a planet's surface which is partly covered by shrubs with ground-hugging stems or low growth habit, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000894>	"area of emergent herbaceous wetland"	"An area of a planet's surface which is primarily covered by perennial herbaceous vegetation and where the underlying soil or substrate is periodically saturated with or covered by water. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000843>	"area of evergreen forest"	"An area of a planet's surface which is primarily covered by a forest in which the majority of trees maintain their foliage despite seasonal change. The surfaces of this area (including the surface of the forest canopy) are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000888>	"area of gramanoid or herbaceous vegetation"	"An area of a planet's surface which is primarily covered by gramanoid or herbaceous vegetation and which is not subject to intensive management by humans. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01003021>	"area of high atmospheric pressure"	"A gaseous part of an atmosphere in which gases have increased atmospheric pressure."
<http://purl.obolibrary.org/obo/ENVO_01000889>	"area of lichen-dominated vegetation"	"An area of a planet's surface which is primarily covered by fruticose or foliose lichens and which is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01001300>	"area of low atmospheric pressure"	"A gaseous part of an atmosphere in which gases have reduced atmospheric pressure."
<http://purl.obolibrary.org/obo/ENVO_01000855>	"area of mixed forest"	"An area of a planet's surface which is primarily covered by a forest in which the trees are a mixture between those that lose and retain their foliage despite seasonal change. The surfaces of this area (including the surface of the forest canopy) are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000890>	"area of moss-dominated vegetation"	"An area of a planet's surface which is primarily covered by mosses and which is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000666>	"area of open water"	"An area of a planet's surface which is primarily composed of water in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01001519>	"area of pack ice"	"An area in which masses of drift ice aggregate such that they cover a minimum of 7/10ths-8/10ths of the surface the water body they are floating in."
<http://purl.obolibrary.org/obo/ENVO_01000891>	"area of pastureland or hayfields"	"An area of a planet's surface which is partly covered by planted grasses, legumes, or mixtures of grass and legumes and used for livestock grazing or the production of seed or hay crops. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000746>	"area of perennial ice or snow"	"An area of a planet's surface which is primarily composed of snow or water ice, present throughout multiple years, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000745>	"area of perennial snow"	"An area of a planet's surface which is primarily composed of snow, present throughout multiple years, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01000740>	"area of perennial water ice"	"An area of a planet's surface which is primarily composed of water ice, present throughout multiple years, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_03400002>	"area of polar tundra"	"An area of tundra which is present in a region subject to polar conditions."
<http://purl.obolibrary.org/obo/ENVO_01000428>	"area of rocky shore"	"A rocky shore is an intertidal area of a seacoast where solid rock is the predominant substrate."
<http://purl.obolibrary.org/obo/ENVO_01000869>	"area of scrub"	"An area of a planet's surface which is primarily covered by a shrubs, young trees, or stunted trees.. The surfaces of this area are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_01001520>	"area of sea ice"	"An environmental zone that overlaps that part of a water body covered or partially covered by sea ice."
<http://purl.obolibrary.org/obo/ENVO_01000887>	"area of sedge- and forb-dominated herbaceous vegetation"	"An area of a planet's surface which is primarily covered by sedges or forbs, possibly interpersed with grasses or grass-like plants. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_00000112>	"area of tundra"	"A vegetated area which is part of a tundra ecosystem."
<http://purl.obolibrary.org/obo/ENVO_01000893>	"area of woody wetland"	"An area of a planet's surface which is partly covered by forest or shrubland vegetation and where the underlying soil or substrate is periodically saturated with or covered by water. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."
<http://purl.obolibrary.org/obo/ENVO_00002229>	"arenosol"	"Arenosols are sandy soils, including both soils developed in residual sands after in situ weathering of usually quartz-rich sediments or rock, and soils developed in recently deposited sands such as dunes in deserts and beach lands."
<http://purl.obolibrary.org/obo/ENVO_00000429>	"arete"	"A ridge which is jagged, narrow and separates glacier valleys or cirques."
<http://purl.obolibrary.org/obo/ENVO_01001838>	"arid biome"	"A biome which is subject to arid environmental conditions."
<http://purl.obolibrary.org/obo/ENVO_00000538>	"arrugado"	"An undersea area of subdued corrugations."
<http://purl.obolibrary.org/obo/ENVO_00000121>	"artificial channel"	"A channel of a watercource which has been constructed by humans or their technologies."
<http://purl.obolibrary.org/obo/ENVO_00000464>	"artificial harbor"	"A harbor constructed by human agency."
<http://purl.obolibrary.org/obo/ENVO_00000099>	"artificial island"	"An island constructed by human effort."
<http://purl.obolibrary.org/obo/ENVO_00000377>	"artificial lake"	"A lake purposefully constructed."
<http://purl.obolibrary.org/obo/ENVO_03600092>	"artificial pond"	"A pond which has been constructed by humans or their technologies."
<http://purl.obolibrary.org/obo/ENVO_00000149>	"artificial reef"	"Chains of rocks or coral at or near the surface of water constructed by man."
<http://purl.obolibrary.org/obo/ENVO_03600093>	"artificial satellite"	"A human construction that has intentionally been placed into orbit."
<http://purl.obolibrary.org/obo/ENVO_01000513>	"asbestos building roof"	"An asbestos building roof is a building roof that is built from asbestos."
<http://purl.obolibrary.org/obo/ENVO_00000399>	"ash cone"	"A cone that is composed of particles of silt to sand size. Explosive eruptions from a vent where the magma is interacting with groundwater or the sea (as in an eruption off the coast) produce steam and are called phreatic. The interaction between the magma, expanding steam, and volcanic gases results in the ejection of mostly small particles called ash. Fallen ash has the consistency of flour. The unconsolidated ash forms an ash cone which becomes a tuff cone or tuff ring once the ash consolidates."
<http://purl.obolibrary.org/obo/ENVO_00000165>	"asphalt lake"	"A lake formed of a natural deposit of alphalt, a black, highly viscous liquid or semi-solid composed of fossil hydrocarbons."
<http://purl.obolibrary.org/obo/ENVO_01001277>	"asphalt road"	"A road which is primarily composed of asphalt."
<http://purl.obolibrary.org/obo/ENVO_03501195>	"assisted living facility"	"A long-term care facility which is used to provide care for people with disabilities or for adults who cannot or who choose not to live independently."
<http://purl.obolibrary.org/obo/ENVO_01000647>	"asthenosphere"	"An asthenosphere is a layer of a terrestrial-type planet or natural satellite which is highly viscous, mechanically weak, and ductilely deforming."
<http://purl.obolibrary.org/obo/ENVO_01000813>	"astronomical body part"	"A material part of an astronomical body."
<http://purl.obolibrary.org/obo/ENVO_03000118>	"atmosphere and water column exposed melt pond"	"A melt pond which and is exposed to the atmosphere and to a lesser degree water underlying the ice mass which contains it."
<http://purl.obolibrary.org/obo/ENVO_03000050>	"atmosphere-exposed melt pond"	"A melt pond which has a surface exposed to the atmosphere."
<http://purl.obolibrary.org/obo/ENVO_01000300>	"atmospheric Taylor column"	"An atmospheric Taylor column is a Taylor column that is formed in the atmosphere. Atmospheric Taylor columns often form above islands resulting in vortex streets in the atmosphere."
<http://purl.obolibrary.org/obo/ENVO_01001668>	"atmospheric frontal zone"	"Part of an atmosphere which contains a weather front, bounded by frontal surfaces."
<http://purl.obolibrary.org/obo/ENVO_00000166>	"atoll"	"An oceanic island, often having a characteristic ring-like shape surrounding a lagoon. Atolls are formed when coral reef grows around a volcanic island that later subsides into the ocean."
<http://purl.obolibrary.org/obo/ENVO_00002277>	"back-arc basin"	"A depression in the sea floor that results from the collision of continental plates; the weight of the sinking plate causes the overlying plate to stretch and thin, causing a basin in the overlying plate. Sometimes, the Earth's crust in these basins stretches so much it cracks, allowing magma through from the mantle beneath. Hence, basins often contain active volcanoes and hydrothermal vents."
<http://purl.obolibrary.org/obo/ENVO_00000472>	"backwater"	"An area of calm water unaffected by the current of a stream."
<http://purl.obolibrary.org/obo/ENVO_00005757>	"bacteria enriched soil"	"A portion of bacteria enriched soil is a portion of soil with elevated bacterial abundance."
<http://purl.obolibrary.org/obo/ENVO_00000127>	"badland"	"An arid terrain with clay-rich soil that has been extensively eroded by wind and water."
<http://purl.obolibrary.org/obo/ENVO_00000315>	"bajada"	"A convergence of neighboring alluvial fans into a single apron of deposits against a slope."
<http://purl.obolibrary.org/obo/ENVO_00003864>	"bakery"	"A bakery is a building in which raw flour-based food is baked in an oven to produce food products such as bread, cakes, pastries, and pies. These products are often sold from the bakery itself."
<http://purl.obolibrary.org/obo/ENVO_00000161>	"banana plantation"	
<http://purl.obolibrary.org/obo/ENVO_00000141>	"bank"	"The sloping margin of a watercourse, serving to confine it to its natural channel."
<http://purl.obolibrary.org/obo/ENVO_00000167>	"bar"	"A linear shoaling landform feature within a body of water. Bars tend to be long and narrow (linear) and develop where a current (or waves) promote deposition of granular material, resulting in localized shallowing (shoaling) of the water. Bars can appear in the sea, in a lake, or in a river. They are typically composed of sand, although could be of any granular matter that the moving water has access to and is capable of shifting around (for example, soil, silt, gravel, cobble, shingle, or even boulders). The grain size of the material comprising a bar is related: to the size of the waves or the strength of the currents moving the material, but the availability of material to be worked by waves and currents is also important."
